"RECORD,C,7","N2,C,18","NAME,C,35","GR4YN,C,4","STREET,C,26","CITY,C,18","STATE,C,3","ZIP,C,6","PLUS_4,C,7","GDTLAT,N,10,6","GDTLONG,N,11,6","GDTSTAT,C,4","NYSAD_ID,N,11,0","NYSSD_ID,N,11,0"
    200,051301040003,MORAVIA JSHS,   0,50 S MAIN ST,MORAVIA,NY,13118,1189,42.719862,-76.424357,15,126,53
    201,051901040002,ANDREW J. SMITH ES,   1,22 HOMER ST,UNION SPRINGS,NY,13160,0760,42.838171,-76.687031,B1,126,53
    202,051901040003,CAYUGA ES,   0,WHEAT ST,CAYUGA,NY,13034,0266,42.960803,-76.737077,15,126,53
    203,051901040004,UNION SPRINGS MS,   0,27 N CAYUGA ST,UNION SPRINGS,NY,13160,0508,42.819435,-76.625189,15,126,53
    204,051901040005,UNION SPRINGS CENTRAL HS,   0,27 N CAYUGA ST,UNION SPRINGS,NY,13160,0508,42.819435,-76.625189,15,126,53
    205,060201060001,CELORON ES,   0,DUNHAM AVE,CELORON,NY,14720,9999,42.096860,-79.236826,18,150,56
    206,060201060002,LAKEWOOD ES,   1,LAKEVIEW AVE,LAKEWOOD,NY,14750,1298,42.103257,-79.324579,15,150,56
    207,060201060003,SOUTHWESTERN SHS,   0,600 HUNT RD,JAMESTOWN,NY,14701,5799,42.089711,-79.290597,B1,149,56
    208,060201060006,SOUTHWESTERN MS,   0,600 HUNT RD,JAMESTOWN,NY,14701,5799,42.089711,-79.290597,B1,149,56
    209,060301040002,ROBERT H. JACKSON ES,   1,IVORY ST,FREWSBURG,NY,14738,0690,42.044256,-79.046067,15,149,56
    210,060301040004,FREWSBURG JSHS,   0,26 INSTITUTE ST,FREWSBURG,NY,14738,0690,42.044256,-79.046067,15,149,56
    211,060401040002,CASSADAGA ES,   1,175 MAPLE AVE,CASSADAGA,NY,14718,0386,42.340551,-79.316097,B1,150,56
    212,060401040003,SINCLAIRVILLE ES,   1,43 SINCLAIR DR,SINCLAIRVILLE,NY,14782,0540,42.255020,-79.270903,B1,149,56
    213,060401040006,CASSADAGA VALLEY HS,   0,RT 60,SINCLAIRVILLE,NY,14782,0540,42.248818,-79.277717,15,149,56
    214,060503040001,CHAUTAUQUA LAKE HS,   0,2 ACADEMY ST,MAYVILLE,NY,14757,1098,42.255821,-79.509608,B1,150,56
    215,060503040002,CHAUTAUQUA LAKE ES,   1,2 ACADEMY ST,MAYVILLE,NY,14757,0000,42.255821,-79.509608,B1,150,56
    216,060503040003,CHAUTAUQUA LAKE MS,   0,2 ACADEMY ST,MAYVILLE,NY,14757,0000,42.255821,-79.509608,B1,150,56
    217,060601040002,PINE VALLEY ES,   1,7755 RT 83,SOUTH DAYTON,NY,14138,9698,42.388101,-79.039281,14,147,56
    218,060601040003,PINE VALLEY CENTRAL JSHS,   0,7827 RT 83,SOUTH DAYTON,NY,14138,9699,42.388101,-79.039281,14,147,56
    219,060701040003,CLYMER JSHS,   0,8672 E MAIN ST,CLYMER,NY,14724,0580,42.053615,-79.690003,15,150,56
    220,060701040004,CLYMER ES,   1,8672 E MAIN ST,CLYMER,NY,14724,0580,42.053615,-79.690003,15,150,56
    221,060800010003,SCHOOL  3,   1,742 LAMPHERE ST,DUNKIRK,NY,14048,2742,42.477560,-79.323166,B1,150,56
    222,060800010004,SCHOOL  4,   1,752 CENTRAL AVE,DUNKIRK,NY,14048,2505,42.476091,-79.332854,B1,150,56
    223,060800010005,SCHOOL  5,   1,117 BRIGHAM RD,DUNKIRK,NY,14048,1401,42.485530,-79.345771,B1,150,56
    224,060800010007,SCHOOL  7,   1,348 LAKE SHORE DR E,DUNKIRK,NY,14048,1392,42.493421,-79.316716,B1,150,56
    225,060800010009,DUNKIRK SHS,   0,75 W SIXTH ST,DUNKIRK,NY,14048,2499,42.478931,-79.337910,B1,150,56
    226,060800010010,DUNKIRK MS,   0,525 EAGLE ST,DUNKIRK,NY,14048,2489,42.480610,-79.335343,B1,150,56
    227,061001040001,BEMUS ES,   1,41 LIBERTY ST,BEMUS POINT,NY,14712,0468,42.158349,-79.365758,15,150,56
    228,061001040005,MAPLE GROVE JSHS,   0,3980 DUTCH HOLLOW RD,BEMUS POINT,NY,14712,0468,42.165972,-79.330208,B1,150,56
    229,061101040001,HARVEY C. FENNER ES,   1,2016 E MAIN ST EXT,FALCONER,NY,14733,1395,42.123457,-79.192861,B1,149,56
    230,061101040005,FALCONER MS,   0,2 EAST AVE,FALCONER,NY,14733,1395,42.119732,-79.197036,15,149,56
    231,061101040007,FALCONER HS,   0,2 EAST AVE,FALCONER,NY,14733,1395,42.119732,-79.197036,15,149,56
    232,061101040009,PAUL B.D. TEMPLE ES,   0,3470 CEMETERY ST,KENNEDY,NY,14747,0007,42.127049,-79.059514,15,149,56
    233,061501040001,SILVER CREEK JSHS,   0,DICKINSON ST,SILVER CREEK,NY,14136,0270,42.536223,-79.174874,15,150,56
    234,061501040003,SILVER CREEK ES,   1,DICKINSON ST,SILVER CREEK,NY,14136,0270,42.536223,-79.174874,15,150,56
    235,061503040002,FORESTVILLE ES,   1,12 WATER ST,FORESTVILLE,NY,14062,9674,42.467514,-79.180726,B1,150,56
    236,061503040003,FORESTVILLE CENTRAL HS,   0,4 ACADEMY ST,FORESTVILLE,NY,14062,9662,42.466859,-79.176276,B1,150,56
    237,061601040001,PANAMA JSHS,   0,41 NORTH ST,PANAMA,NY,14767,9775,42.047671,-79.499372,14,150,56
    238,061601040003,PANAMA ES,   1,41 NORTH ST,PANAMA,NY,14767,9775,42.047671,-79.499372,14,150,56
    239,061700010001,CARLYLE C. RING ES,   1,333 BUFFALO ST,JAMESTOWN,NY,14701,1799,42.109232,-79.225961,B1,150,56
    240,061700010003,CLINTON V. BUSH ES,   1,150 PARDEE AVE,JAMESTOWN,NY,14701,7106,42.092637,-79.215666,B1,150,56
    241,061700010006,PERSELL MS,   0,375 BAKER ST,JAMESTOWN,NY,14701,7598,42.082938,-79.255105,B1,150,56
    242,061700010007,MILTON J. FLETCHER ES,   1,301 COLE AVE,JAMESTOWN,NY,14701,7999,42.081719,-79.240153,B1,150,56
    243,061700010008,ROVILLUS R. ROGERS ES,   1,41 HEBNER ST,JAMESTOWN,NY,14701,8499,42.084596,-79.222565,B1,150,56
    244,061700010009,SAMUEL G. LOVE ES,   1,50 E 8TH ST,JAMESTOWN,NY,14701,3502,42.100892,-79.240637,B1,150,56
    245,061700010010,JEFFERSON MS,   0,195 MARTIN RD,JAMESTOWN,NY,14701,9225,42.077067,-79.220446,B1,150,56
    246,061700010011,LINCOLN ES,   1,301 FRONT ST,JAMESTOWN,NY,14701,6286,42.092348,-79.253345,B1,150,56
    247,061700010012,WASHINGTON MS,   0,159 BUFFALO ST,JAMESTOWN,NY,14701,1699,42.110382,-79.233663,B1,150,56
    248,061700010013,JAMESTOWN HS,   0,350 E SECOND ST,JAMESTOWN,NY,14701,5699,42.098270,-79.233098,B1,150,56
    249,062201060001,FREDONIA ES,   1,425 E MAIN ST,FREDONIA,NY,14063,1496,42.448272,-79.313473,B1,150,56
    250,062201060002,FREDONIA MS,   0,425 E MAIN ST,FREDONIA,NY,14063,1496,42.448272,-79.313473,B1,150,56
    251,062201060003,FREDONIA HS,   0,425 E MAIN ST,FREDONIA,NY,14063,1496,42.448272,-79.313473,B1,150,56
    252,062201060004,FREDONIA PRIMARY SCHOOL,   0,425 E MAIN ST,FREDONIA,NY,14063,1496,42.448272,-79.313473,B1,150,56
    253,062301040002,BROCTON ELEMENTARY,   1,138 W MAIN ST,BROCTON,NY,14716,9779,42.389526,-79.437996,B1,150,56
    254,062301040003,BROCTON MHS,   0,138 W MAIN ST,BROCTON,NY,14716,9779,42.389526,-79.437996,B1,150,56
    255,062401040001,RIPLEY CENTRAL SCHOOL,   1,12 N STATE ST,RIPLEY,NY,14775,0688,42.268403,-79.711752,B1,150,56
    256,062601040002,SHERMAN ES,   1,127 PARK ST,SHERMAN,NY,14781,0950,42.162531,-79.586937,B1,150,56
    257,062601040003,SHERMAN HS,   0,127 PARK ST,SHERMAN,NY,14781,0950,42.162531,-79.586937,B1,150,56
    258,062901040001,WESTFIELD ES,   1,203 E MAIN ST,WESTFIELD,NY,14787,1199,42.328963,-79.567842,B1,150,56
    259,062901040002,WESTFIELD HS,   0,203 E MAIN ST,WESTFIELD,NY,14787,1199,42.328963,-79.567842,B1,150,56
    260,062901040004,WESTFIELD MS,   0,203 E MAIN ST,WESTFIELD,NY,14787,1199,42.328963,-79.567842,B1,150,56
    261,070600010001,ARTHUR W. BOOTH SCHOOL,   1,414 DAVIS ST,ELMIRA,NY,14901,2468,42.090274,-76.815520,B1,127,52
    262,070600010006,GEORGE M. DIVEN SCHOOL,   1,1115 HALL ST,ELMIRA,NY,14901,1523,42.105991,-76.807010,B1,127,52
    263,070600010007,GEORGE WASHINGTON SCHOOL,   1,422 W WASHINGTON AVE,ELMIRA,NY,14901,1999,42.097031,-76.820339,B1,127,52
    264,070600010010,HENDY AVE SCHOOL,   1,110 HENDY AVE,ELMIRA,NY,14905,1997,42.078062,-76.845622,B1,127,52
    265,070600010013,PARLEY COBURN SCHOOL,   1,216 MT ZOAR ST,ELMIRA,NY,14904,1299,42.079063,-76.805073,B1,127,52
    266,070600010014,PINE CITY SCHOOL,   1,1551 PENNSYLVANIA AVE,PINE CITY,NY,14871,9111,42.031043,-76.879576,B1,127,52
    267,070600010015,RIVERSIDE SCHOOL,   1,409 RIVERSIDE AVE,ELMIRA,NY,14904,1599,42.084362,-76.794920,B1,127,52
    268,070600010016,THOMAS K. BEECHER SCHOOL,   1,310 SULLIVAN ST,ELMIRA,NY,14901,2826,42.094627,-76.794438,B1,127,52
    269,070600010018,ERNIE DAVIS MS,   0,610 LAKE ST,ELMIRA,NY,14901,2242,42.096356,-76.804717,B1,127,52
    270,070600010019,BROADWAY MS,   0,1000 BROADWAY,ELMIRA,NY,14904,2502,42.076651,-76.803726,15,127,52
    271,070600010020,SOUTHSIDE  HS,   0,777 S MAIN ST,ELMIRA,NY,14904,2396,42.069324,-76.798641,B1,127,52
    272,070600010021,ELMIRA FREE ACAD,   0,933 HOFFMAN ST,ELMIRA,NY,14905,1715,42.104804,-76.833511,B1,127,52
    273,070600010022,BROADWAY ES,   1,1000 BROADWAY,ELMIRA,NY,14904,2502,42.076651,-76.803726,15,127,52
    274,070901060003,CTR STREET SCHOOL,   1,812 CENTER ST,HORSEHEADS,NY,14845,2399,42.160556,-76.823174,B1,127,52
    275,070901060004,RIDGE ROAD SCHOOL,   1,112 RIDGE RD,HORSEHEADS,NY,14845,1793,42.188225,-76.815486,B1,127,52
    276,070901060005,BIG FLATS SCHOOL,   1,543 MAPLE ST,BIG FLATS,NY,14814,0000,42.140948,-76.930402,B1,127,52
    277,070901060007,HORSEHEADS SHS,   0,401 FLETCHER ST,HORSEHEADS,NY,14845,2396,42.162507,-76.823949,B1,127,52
    278,070901060009,GARDNER ROAD ES,   1,541 GARDNER RD,HORSEHEADS,NY,14845,1894,42.178726,-76.846879,B1,127,52
    279,070901060010,HORSEHEADS MS,   0,950 SING SING RD,HORSEHEADS,NY,14845,1399,42.179582,-76.867880,B1,127,52
    280,070901060011,SING SING ROAD ES,   1,952 SING SING RD,HORSEHEADS,NY,14845,1398,42.179562,-76.867935,B1,127,52
    281,070902060002,THOMAS A. EDISON HS,   0,2083 COLLEGE AVE,ELMIRA HEIGHTS,NY,14903,1695,42.121658,-76.823955,B1,127,52
    282,070902060004,COHEN MS,   0,100 ROBINWOOD AVE,ELMIRA HEIGHTS,NY,14903,1599,42.125874,-76.831598,B1,127,52
    283,070902060006,COHEN ES,   1,100 ROBINWOOD AVE,ELMIRA HEIGHTS,NY,14903,1599,42.125874,-76.831598,B1,127,52
    284,080101040002,AFTON ES,   1,18 SAND ST,AFTON,NY,13730,0005,42.227225,-75.518826,15,122,51
    285,080101040003,AFTON MS HS,   0,18 SAND ST,AFTON,NY,13730,0005,42.227225,-75.518826,15,122,51
    286,080201040001,BAINBRIDGE-GUILFORD HS,   0,18 JULIAND ST,BAINBRIDGE,NY,13733,1097,42.294561,-75.483263,B1,122,51
    287,080201040002,GREENLAWN ES,   1,43 GREENLAWN AVE,BAINBRIDGE,NY,13733,1097,42.298059,-75.480274,B1,122,51
    288,080201040003,GUILFORD ES,   0,138 SCHOOL ST,GUILFORD,NY,13780,0188,42.430773,-75.480244,15,122,51
    289,080601040001,GREENE PRIMARY SCHOOL,   0,127 ELEMENTARY LN,GREENE,NY,13778,1281,42.331729,-75.769014,14,126,51
    290,080601040002,GREENE IS,   1,127 ELEMENTARY LN,GREENE,NY,13778,1281,42.331729,-75.769014,14,126,51
    291,080601040003,GREENE HS,   0,40 S CANAL ST,GREENE,NY,13778,1281,42.327644,-75.773633,B1,126,51
    292,080601040004,GREENE MS,   0,40 S CANAL ST,GREENE,NY,13778,1281,42.327644,-75.773633,B1,126,51
    293,081003040001,UNADILLA VALLEY ES - NORTH CAM,   1,1 SCHOOL ST,NEW BERLIN,NY,13411,0606,42.644689,-75.366267,15,122,50
    294,081003040002,UNADILLA VALLEY ES - SOUTH CAM,   1,RT 8-MAIN ST,SOUTH NEW BERLIN,NY,13843,3940,42.536361,-75.347369,14,122,50
    295,081003040003,UNADILLA VALLEY MS,   0,RT 8-MAIN ST,SOUTH NEW BERLIN,NY,13843,0000,42.536361,-75.347369,14,122,50
    296,081003040004,UNADILLA VALLEY HS,   0,1 SCHOOL ST,NEW BERLIN,NY,13411,0606,42.644689,-75.366267,15,122,50
    297,081200050001,PERRY BROWNE IS,   1,BEEBE AVE,NORWICH,NY,13815,9964,42.531002,-75.524698,15,122,51
    298,081200050002,STANFORD J. GIBSON PRIMARY SCH,   0,RIDGELAND RD,NORWICH,NY,13815,9964,42.531002,-75.524698,15,122,51
    299,081200050003,NORWICH MS,   0,MIDLAND DR,NORWICH,NY,13815,9964,42.531002,-75.524698,15,122,51
    300,081200050004,NORWICH HS,   0,MIDLAND DR,NORWICH,NY,13815,9964,42.531002,-75.524698,15,122,51
    301,081401040001,OTSELIC VALLEY JSHS,   0,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,0161,42.665519,-75.759170,14,122,50
    302,081401040002,OTSELIC VALLEY ES,   1,RT 80,GEORGETOWN,NY,13072,0190,42.764779,-75.755759,14,111,48
    303,081501040001,OXFORD ACAD MS,   1,12 FORT HILL PARK,OXFORD,NY,13830,0192,42.443496,-75.597333,14,122,50
    304,081501040002,OXFORD ACAD HS,   0,50 S WASHINGTON AVE,OXFORD,NY,13830,0192,42.438736,-75.602966,B1,122,50
    305,081501040003,OXFORD ACAD PRIMARY SCHOOL,   0,50 S WASHINGTON AVE,OXFORD,NY,13830,0192,42.438736,-75.602966,B1,122,50
    306,082001040002,SHERBURNE-EARLVILLE ES,   1,15 SCHOOL ST,SHERBURNE,NY,13460,0725,42.688573,-75.500449,B1,122,50
    307,082001040003,SHERBURNE-EARLVILLE MS,   0,13 SCHOOL ST,SHERBURNE,NY,13460,0725,42.688560,-75.500760,B1,122,50
    308,082001040004,SHERBURNE-EARLVILLE SHS,   0,13 SCHOOL ST,SHERBURNE,NY,13460,0725,42.688560,-75.500760,B1,122,50
    309,090201040001,KEESVILLE PRIMARY SCHOOL,   1,1825 RT 22,KEESEVILLE,NY,12944,3747,44.541336,-73.507298,B1,109,45
    310,090201040002,AUSABLE VALLEY MS HS,   0,1490 RT 9 N,CLINTONVILLE,NY,12924,4229,44.470796,-73.570813,15,109,45
    311,090201040004,AUSABLE FORKS PRIMARY SCHOOL,   1,28 W CHURCH ST,AUSABLE FORKS,NY,12912,0727,44.485589,-73.756864,15,109,45
    312,090301060001,BEEKMANTOWN ES,   1,6944 RT 22,PLATTSBURGH,NY,12901,0829,44.698917,-73.461456,14,110,45
    313,090301060003,CUMBERLAND HEAD ES,   1,1187 CUMBERLAND HEAD,PLATTSBURGH,NY,12901,0829,44.698917,-73.461456,15,110,45
    314,090301060005,BEEKMANTOWN MS,   0,6944 RT 22,PLATTSBURGH,NY,12901,0829,44.698917,-73.461456,14,110,45
    315,090301060006,BEEKMANTOWN HS,   0,6944 RT 22,PLATTSBURGH,NY,12901,0829,44.698917,-73.461456,14,110,45
    316,090501040001,CHAMPLAIN ES,   1,ELM ST,CHAMPLAIN,NY,12919,0339,44.967847,-73.445711,15,110,45
    317,090501040002,NORTHEASTERN CLINTON SHS,   0,RT 276,CHAMPLAIN,NY,12919,0339,44.967847,-73.445711,14,110,45
    318,090501040003,ROUSES POINT ES,   1,MAPLE ST,ROUSES POINT,NY,12979,0339,44.988263,-73.366645,15,110,45
    319,090501040006,MOOERS ES,   1,SCHOOL ST,MOOERS,NY,12958,0339,44.960278,-73.583691,15,110,45
    320,090501040007,NORTHEASTERN CLINTON MS,   0,RT 276,CHAMPLAIN,NY,12919,0339,44.967847,-73.445711,14,110,45
    321,090601020001,CHAZY CENTRAL RURAL ES,   1,609 RT 191 GRAVE ST,CHAZY,NY,12921,0327,44.877320,-73.467222,14,110,45
    322,090601020002,CHAZY CENTRAL RURAL JSHS,   0,609 RT 191 GRAVE ST,CHAZY,NY,12921,0327,44.877320,-73.467222,14,110,45
    323,090901040001,NORTHERN ADIRONDACK ES,   1,P.O. BOX 164,ELLENBURG DEPOT,NY,12935,0164,44.860801,-73.784260,14,110,45
    324,090901040002,NORTHERN ADIRONDACK JSHS,   0,P.O. BOX 164,ELLENBURG DEPOT,NY,12935,0164,44.860801,-73.784260,14,110,45
    325,091101060001,PRIMARY BLDG SCHOOL,   0,17 SCHOOL ST,PERU,NY,12972,0068,44.580154,-73.532499,B1,109,45
    326,091101060002,NORTHSIDE ES,   1,17 SCHOOL ST,PERU,NY,12972,0068,44.580154,-73.532499,B1,109,45
    327,091101060004,PERU IS,   1,17 SCHOOL ST,PERU,NY,12972,0068,44.580154,-73.532499,B1,109,45
    328,091101060005,PERU JSHS,   0,17 SCHOOL ST,PERU,NY,12972,0068,44.580154,-73.532499,B1,109,45
    329,091200010001,BAILEY AVE SCHOOL,   0,50 BAILEY AVE,PLATTSBURGH,NY,12901,1495,44.704721,-73.459269,B1,110,45
    330,091200010003,ARTHUR P. MOMOT ES,   1,60 MONTY ST,PLATTSBURGH,NY,12901,3730,44.683480,-73.457138,B1,110,45
    331,091200010004,OAK STREET SCHOOL,   1,108 OAK ST,PLATTSBURGH,NY,12901,1697,44.703989,-73.456503,B1,110,45
    332,091200010005,STAFFORD MS,   0,15 BROAD ST,PLATTSBURGH,NY,12901,3447,44.695327,-73.451670,B1,110,45
    333,091200010006,PLATTSBURGH SHS,   0,1 CLIFFORD DR STE 102,PLATTSBURGH,NY,12901,2686,44.687784,-73.470989,B1,110,45
    334,091402060001,DANNEMORA ES,   1,32 EMMONS ST,DANNEMORA,NY,12929,0008,44.722460,-73.718639,18,110,45
    335,091402060002,MORRISONVILLE ES,   1,47 SAND RD,MORRISONVILLE,NY,12962,0008,44.691843,-73.571098,B1,110,45
    336,091402060003,CADYVILLE ES,   1,128 PARK ROW,CADYVILLE,NY,12918,0008,44.697642,-73.626861,B1,110,45
    337,091402060004,SARANAC ES,   1,3284 RT 3,SARANAC,NY,12981,0008,44.674595,-73.769247,14,110,45
    338,091402060005,SARANAC HS,   0,60 PICKETTS CRNRS RD,SARANAC,NY,12981,0008,44.674595,-73.769247,14,110,45
    339,091402060007,SARANAC JHS,   0,70 PICKETTS CRNRS RD,SARANAC,NY,12981,0008,44.674595,-73.769247,14,110,45
    340,100308020001,BERKSHIRE JSHS,   0,13640 RT 22,CANAAN,NY,12029,0370,42.408686,-73.431681,14,99,41
    341,100501040001,ROELIFF-JANSEN ES,   1,9065 STATE RT 22,HILLSDALE,NY,12529,5004,42.161814,-73.516539,B1,99,41
    342,100501040003,TACONIC HILLS HS,   0,341 RT 217,PHILMONT,NY,12565,0795,42.250801,-73.649013,18,99,41
    343,100501040004,OCKAWAMICK ES,   1,341 RT 217,PHILMONT,NY,12565,0795,42.250801,-73.649013,18,99,41
    344,100501040005,ROELIFF-JANSEN MS,   0,9065 STATE RT 22,HILLSDALE,NY,12529,5004,42.161814,-73.516539,B1,99,41
    345,100902040001,GERMANTOWN CENTRAL SCHOOL,   1,123 MAIN ST,GERMANTOWN,NY,12526,5326,42.133040,-73.887148,B1,97,41
    346,101001040001,MARY E. DARDESS ES,   1,50 WOODBRIDGE AVE,CHATHAM,NY,12037,1397,42.360005,-73.603168,B1,99,41
    347,101001040002,CHATHAM HS,   0,50 WOODBRIDGE AVE,CHATHAM,NY,12037,1397,42.360005,-73.603168,B1,99,41
    348,101001040006,CHATHAM MS,   0,50 WOODBRIDGE AVE,CHATHAM,NY,12037,1397,42.360005,-73.603168,B1,99,41
    349,101300010001,HUDSON HS,   0,HARRY HOWARD AVE,HUDSON,NY,12534,1709,42.247582,-73.773485,15,99,41
    350,101300010002,JOHN L. EDWARDS SCHOOL,   0,360 STATE ST,HUDSON,NY,12534,1999,42.253113,-73.788035,B1,99,41
    351,101300010003,HUDSON MS,   0,102 HARRY HOWARD AVE,HUDSON,NY,12534,1698,42.255351,-73.777614,B1,99,41
    352,101300010008,GREENPORT SCHOOL,   1,158 UNION TPKE,HUDSON,NY,12534,1599,42.250771,-73.762608,B1,99,41
    353,101401040001,MARTIN VAN BUREN ES,   1,BROAD ST,KINDERHOOK,NY,12106,9764,42.398691,-73.700902,15,102,41
    354,101401040003,MARTIN H. GLYNN ES,   1,CHURCH ST,VALATIE,NY,12184,0137,42.431947,-73.654277,15,102,41
    355,101401040004,ICHABOD CRANE PRIMARY SCHOOL,   0,STATE FARM RD,VALATIE,NY,12184,0137,42.431947,-73.654277,15,102,41
    356,101401040005,ICHABOD CRANE SHS,   0,2910 RT 9,VALATIE,NY,12184,0137,42.431947,-73.654277,14,102,41
    357,101401040006,ICHABOD CRANE MS,   0,2910 RT 9,VALATIE,NY,12184,0137,42.431947,-73.654277,14,102,41
    358,101601040002,WALTER B. HOWARD ES,   1,RT 20,WEST LEBANON,NY,12195,0039,42.486384,-73.462377,18,99,41
    359,101601040003,NEW LEBANON JSHS,   0,RT 22,NEW LEBANON,NY,12125,0850,42.469631,-73.404326,14,99,41
    360,110101040001,CINCINNATUS ES,   1,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,9698,42.543284,-75.895391,B1,126,50
    361,110101040002,CINCINNATUS JSHS,   0,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,9698,42.543284,-75.895391,B1,126,50
    362,110200010003,FRANKLYN S. BARRY SCHOOL,   1,RAYMOND AVE,CORTLAND,NY,13045,3392,42.594607,-76.179805,15,125,50
    363,110200010004,VIRGIL ES,   1,1208 CHURCH ST,CORTLAND,NY,13045,9411,42.508726,-76.198928,B1,126,50
    364,110200010008,ALTON B. PARKER SCHOOL,   1,MADISON AVE,CORTLAND,NY,13045,1799,42.594607,-76.179805,15,125,50
    365,110200010009,RANDALL SCHOOL,   1,RANDALL ST,CORTLAND,NY,13045,3050,42.594607,-76.179805,15,125,50
    366,110200010010,F.E. SMITH SCHOOL,   1,WHEELER AVE,CORTLAND,NY,13045,1155,42.594607,-76.179805,15,125,50
    367,110200010011,CORTLAND JSHS,   0,8 VALLEY VIEW DR,CORTLAND,NY,13045,3296,42.588505,-76.178494,B1,125,50
    368,110304040001,MCGRAW ES,   1,W ACADEMY ST,MCGRAW,NY,13101,0556,42.600714,-76.075462,15,125,50
    369,110304040002,MCGRAW HS,   0,W ACADEMY ST,MCGRAW,NY,13101,0556,42.600714,-76.075462,15,125,50
    370,110701060001,HOMER SHS,   0,80 S WEST ST,HOMER,NY,13077,0500,42.681955,-76.171121,15,126,50
    371,110701060002,HOMER ES,   0,CENTRAL PARK,HOMER,NY,13077,0500,42.681955,-76.171121,14,126,50
    372,110701060003,HOMER IS JHS,   1,58 CLINTON ST,HOMER,NY,13077,0500,42.641356,-76.182502,B1,126,50
    373,110701060005,HARTNETT ES,   1,ACADEMY ST,TRUXTON,NY,13158,0006,42.722312,-75.976525,15,126,50
    374,110901040001,MARATHON HS,   0,1 E MAIN ST,MARATHON,NY,13803,0339,42.467685,-75.995984,15,126,50
    375,110901040002,WILLIAM APPLEBY ES,   1,ALBRO RD,MARATHON,NY,13803,0339,42.467685,-75.995984,15,126,50
    376,120102040001,ANDES CENTRAL SCHOOL,   1,DELAWARE AVE,ANDES,NY,13731,0248,42.119708,-74.795662,15,122,40
    377,120301040001,DOWNSVILLE CENTRAL SCHOOL,   1,BOX J,DOWNSVILLE,NY,13755,0912,42.075586,-75.049053,14,122,40
    378,120401040001,CHARLOTTE VALLEY SCHOOL,   1,RT 23,DAVENPORT,NY,13750,0202,42.472321,-74.842937,14,122,40
    379,120501040001,DELAWARE ACAD ES,   1,2 SHELDON DR,DELHI,NY,13753,1276,42.273572,-74.916248,B1,122,40
    380,120501040002,DELAWARE ACAD HS,   0,2 SHELDON DR,DELHI,NY,13753,1276,42.273572,-74.916248,B1,122,40
    381,120501040003,ABRAHAM KELLOGG ES,   1,P.O. BOX 179,TREADWELL,NY,13846,0179,42.350158,-75.071649,14,122,40
    382,120501040004,DELAWARE ACAD MS,   0,2 SHELDON DR,DELHI,NY,13753,1276,42.273572,-74.916248,B1,122,40
    383,120701040001,FRANKLIN CENTRAL SCHOOL,   1,15 INSTITUTE ST,FRANKLIN,NY,13775,0888,42.340311,-75.165407,15,122,40
    384,120906040001,HANCOCK ES,   1,WHEELER ST EXT,HANCOCK,NY,13783,1196,41.955342,-75.282124,15,122,40
    385,120906040002,HANCOCK JSHS,   0,16 READ ST,HANCOCK,NY,13783,1196,41.954892,-75.281062,B1,122,40
    386,121401040001,MARGARETVILLE CENTRAL SCHOOL,   1,MAIN ST,MARGARETVILLE,NY,12455,0319,42.162308,-74.673286,15,122,40
    387,121502040001,ROXBURY CENTRAL SCHOOL,   1,MAIN ST,ROXBURY,NY,12474,0207,42.254118,-74.602273,14,122,40
    388,121601060001,MASONVILLE ES,   1,RT 8,MASONVILLE,NY,13804,0246,42.263056,-75.209761,14,122,40
    389,121601060002,SIDNEY ES,   1,15 PEARL ST E,SIDNEY,NY,13838,1597,42.305811,-75.388451,B1,122,40
    390,121601060004,SIDNEY CTR ES,   1,COUNTY RT 23,SIDNEY CENTER,NY,13839,0458,42.230854,-75.293110,14,122,40
    391,121601060005,SIDNEY MS,   0,13 PEARL ST E,SIDNEY,NY,13838,1597,42.305794,-75.388561,B1,122,40
    392,121601060006,SIDNEY HS,   0,95 W MAIN ST,SIDNEY,NY,13838,1699,42.305140,-75.389295,B1,122,40
    393,121701040001,STAMFORD CENTRAL SCHOOL,   1,1 RIVER ST,STAMFORD,NY,12167,1098,42.410624,-74.620582,B1,122,40
    394,121702040001,SOUTH KORTRIGHT CENTRAL SCHOOL,   1,RT 10,SOUTH KORTRIGHT,NY,13842,0113,42.380556,-74.725711,14,122,40
    395,121901040001,TOWNSEND ES,   1,42-66 NORTH ST,WALTON,NY,13856,1300,42.170055,-75.127328,B1,122,40
    396,121901040002,WALTON HS,   0,47-49 STOCKTON AVE,WALTON,NY,13856,1493,42.166024,-75.129442,B1,122,40
    397,121901040003,WALTON MS,   0,47-49 STOCKTON AVE,WALTON,NY,13856,1493,42.166024,-75.129442,B1,122,40
    398,130200010001,J.V. FORRESTAL ES,   1,LIBERTY ST,BEACON,NY,12508,2699,41.505571,-73.964328,15,96,41
    399,130200010002,SOUTH AVE SCHOOL,   1,60 SOUTH AVE,BEACON,NY,12508,3196,41.504018,-73.978294,B1,96,41
    400,130200010003,GLENHAM SCHOOL,   1,5 CHASE DR,GLENHAM,NY,12527,1003,41.526428,-73.918847,18,99,41
    401,130200010004,ROMBOUT MS,   0,MATTEAWAN RD,BEACON,NY,12508,2051,41.505571,-73.964328,14,96,41
