name	BEDS Code	Enrollment	District	County
Primary Building School	91101060001	444	Peru Central School District	CLINTON
Arthur P Momot Elementary School	91200010003	474	Plattsburgh City School District	CLINTON
Bailey Avenue School	91200010001	250	Plattsburgh City School District	CLINTON
Oak Street School	91200010004	178	Plattsburgh City School District	CLINTON
Plattsburgh Senior High School	91200010006	583	Plattsburgh City School District	CLINTON
Stafford Middle School	91200010005	401	Plattsburgh City School District	CLINTON
Morrisonville Elementary School	91402060002	311	Saranac Central School District	CLINTON
Saranac Elementary School	91402060004	327	Saranac Central School District	CLINTON
Saranac High School	91402060005	591	Saranac Central School District	CLINTON
Saranac Middle School	91402060007	339	Saranac Central School District	CLINTON
Northern Adirondack Junior-Senior High School	90901040002	594	Northern Adirondack Central School District	CLINTON
Ausable Forks Primary School	90201040004	229	Ausable Valley Central School District	CLINTON
Berkshire Junior-Senior High School	100308020001	87	Berkshire Union Free School District	COLUMBIA
Chatham High School	101001040002	451	Chatham Central School District	COLUMBIA
Chatham Middle School	101001040006	406	Chatham Central School District	COLUMBIA
Mary E Dardess Elementary School	101001040001	405	Chatham Central School District	COLUMBIA
Germantown Central School	100902040001	589	Germantown Central School District	COLUMBIA
Hudson Junior/Senior High School	101300010001	882	Hudson City School District	COLUMBIA
John L Edwards Primary School	101300010002	450	Hudson City School District	COLUMBIA
Montgomery C Smith Intermediate School	101300010003	582	Hudson City School District	COLUMBIA
Ichabod Crane Middle School	101401040006	454	Kinderhook Central School District	COLUMBIA
Ichabod Crane Primary School	101401040004	395	Kinderhook Central School District	COLUMBIA
Ichabod Crane Senior High School	101401040005	698	Kinderhook Central School District	COLUMBIA
Martin H Glynn Elementary School	101401040003	208	Kinderhook Central School District	COLUMBIA
Martin Van Buren Elementary School	101401040001	206	Kinderhook Central School District	COLUMBIA
New Lebanon Junior-Senior High School	101601040003	230	New Lebanon Central School District	COLUMBIA
Walter B Howard Elementary School	101601040002	240	New Lebanon Central School District	COLUMBIA
Taconic Hills Elementary School	100501040006	728	Taconic Hills Central School District	COLUMBIA
Taconic Hills High School	100501040003	496	Taconic Hills Central School District	COLUMBIA
Taconic Hills Middle School	100501040005	340	Taconic Hills Central School District	COLUMBIA
Hudson High School	101300010001	643	Hudson City School District	COLUMBIA
John L Edwards School	101300010002	495	Hudson City School District	COLUMBIA
Hudson Middle School	101300010003	635	Hudson City School District	COLUMBIA
Greenport School	101300010008	275	Hudson City School District	COLUMBIA
Cincinnatus Elementary School	110101040001	279	Cincinnatus Central School District	CORTLAND
Cincinnatus High School	110101040002	181	Cincinnatus Central School District	CORTLAND
Cincinnatus Middle School	110101040003	181	Cincinnatus Central School District	CORTLAND
Alton B Parker School	110200010008	312	Cortland City School District	CORTLAND
Cortland Junior-Senior High School	110200010011	1244	Cortland City School District	CORTLAND
F E Smith School	110200010010	277	Cortland City School District	CORTLAND
Franklyn S Barry School	110200010003	407	Cortland City School District	CORTLAND
Randall School	110200010009	321	Cortland City School District	CORTLAND
Virgil Elementary School	110200010004	154	Cortland City School District	CORTLAND
Hartnett Elementary School	110701060005	121	Homer Central School District	CORTLAND
Homer Elementary School	110701060002	398	Homer Central School District	CORTLAND
Homer Intermediate School	110701060003	553	Homer Central School District	CORTLAND
Homer Junior High School	110701060006	379	Homer Central School District	CORTLAND
Homer Senior High School	110701060001	703	Homer Central School District	CORTLAND
Marathon High School	110901040001	381	Marathon Central School District	CORTLAND
William Appleby Elementary School	110901040002	394	Marathon Central School District	CORTLAND
Mcgraw Elementary School	110304040001	288	Mcgraw Central School District	CORTLAND
Mcgraw Secondary School	110304040002	277	Mcgraw Central School District	CORTLAND
Mcgraw High School	110304040002	289	Mcgraw Central School District	CORTLAND
Andes Central School	120102040001	111	Andes Central School District	DELAWARE
Charlotte Valley School	120401040001	409	Charlotte Valley Central School District	DELAWARE
Delaware Academy Elementary School	120501040001	333	Delaware Academy Central School District At Delhi	DELAWARE
Delaware Academy Middle School	120501040004	158	Delaware Academy Central School District At Delhi	DELAWARE
Delaware Academy High School	120501040002	266	Delhi Central School District	DELAWARE
Downsville Central School	120301040001	294	Downsville Central School District	DELAWARE
Franklin Central School	120701040001	276	Franklin Central School District	DELAWARE
Hancock Elementary School	120906040001	145	Hancock Central School District	DELAWARE
Hancock Junior-Senior High School	120906040002	258	Hancock Central School District	DELAWARE
Margaretville Central School	121401040001	425	Margaretville Central School District	DELAWARE
Roxbury Central School	121502040001	351	Roxbury Central School District	DELAWARE
Sidney Elementary School	121601060002	398	Sidney Central School District	DELAWARE
Sidney High School	121601060006	378	Sidney Central School District	DELAWARE
Sidney Middle School	121601060005	319	Sidney Central School District	DELAWARE
South Kortright Central School	121702040001	381	South Kortright Central School District	DELAWARE
Stamford Central School	121701040001	374	Stamford Central School District	DELAWARE
Townsend Elementary School	121901040001	508	Walton Central School District	DELAWARE
Walton High School	121901040002	316	Walton Central School District	DELAWARE
Walton Middle School	121901040003	226	Walton Central School District	DELAWARE
Delhi Elementary School	120501040001	315	Delhi Central School District	DELAWARE
Delhi Middle School	120501040004	185	Delhi Central School District	DELAWARE
Abraham Kellogg Elementary School	120501040003	44	Delhi Central School District	DELAWARE
Arlington High School	131601060008	3397	Arlington Central School District	DUTCHESS
Arlington Middle School	131601060007	553	Arlington Central School District	DUTCHESS
Arthur S May School	131601060001	475	Arlington Central School District	DUTCHESS
Beekman School	131601060002	652	Arlington Central School District	DUTCHESS
Lagrange Middle School	131601060012	877	Arlington Central School District	DUTCHESS
Noxon Road Elementary School	131601060011	435	Arlington Central School District	DUTCHESS
Overlook Primary School	131601060004	409	Arlington Central School District	DUTCHESS
Titusville Intermediate	131601060013	466	Arlington Central School District	DUTCHESS
Traver Road Primary School	131601060005	321	Arlington Central School District	DUTCHESS
Union Vale Middle School	131601060015	934	Arlington Central School District	DUTCHESS
Vail Farm Elementary School	131601060014	817	Arlington Central School District	DUTCHESS
West Road/D'Aquannis Intermediate School	131601060010	388	Arlington Central School District	DUTCHESS
Beacon High School	130200010005	1074	Beacon City School District	DUTCHESS
Glenham School	130200010003	472	Beacon City School District	DUTCHESS
J V Forrestal Elementary School	130200010001	330	Beacon City School District	DUTCHESS
Rombout Middle School	130200010004	735	Beacon City School District	DUTCHESS
Sargent School	130200010006	331	Beacon City School District	DUTCHESS
South Avenue School	130200010002	474	Beacon City School District	DUTCHESS
Dover Elementary School	130502020002	359	Dover Union Free School District	DUTCHESS
Dover High School	130502020003	507	Dover Union Free School District	DUTCHESS
Dover Middle School	130502020004	350	Dover Union Free School District	DUTCHESS
Wingdale Elementary School	130502020001	344	Dover Union Free School District	DUTCHESS
Franklin D Roosevelt Senior High School	130801060007	1439	Hyde Park Central School District	DUTCHESS
Haviland Middle School	130801060006	937	Hyde Park Central School District	DUTCHESS
Hyde Park Elementary School	130801060001	251	Hyde Park Central School District	DUTCHESS
Netherwood School	130801060002	382	Hyde Park Central School District	DUTCHESS
North Park Elementary School	130801060008	325	Hyde Park Central School District	DUTCHESS
Ralph R Smith School	130801060003	361	Hyde Park Central School District	DUTCHESS
Violet Avenue School	130801060005	355	Hyde Park Central School District	DUTCHESS
Alden Place Elementary School	132201040002	253	Millbrook Central School District	DUTCHESS
Elm Drive Elementary School	132201040003	238	Millbrook Central School District	DUTCHESS
Millbrook High School	132201040005	388	Millbrook Central School District	DUTCHESS
Millbrook Middle School	132201040001	301	Millbrook Central School District	DUTCHESS
Eugene Brooks Middle School	131101040007	169	Northeast Central School District	DUTCHESS
Webutuck Elementary School	131101040006	265	Northeast Central School District	DUTCHESS
Webutuck High School	131101040004	369	Northeast Central School District	DUTCHESS
Pawling Elementary School	131201040001	494	Pawling Central School District	DUTCHESS
Pawling High School	131201040002	416	Pawling Central School District	DUTCHESS
Pawling Middle School	131201040003	444	Pawling Central School District	DUTCHESS
Cold Spring Early Learning Center	131301040003	237	Pine Plains Central School District	DUTCHESS
Seymour Smith Intermediate Learning Center	131301040001	244	Pine Plains Central School District	DUTCHESS
Stissing Mountain High School	131301040002	393	Pine Plains Central School District	DUTCHESS
Stissing Mountain Middle School	131301040004	234	Pine Plains Central School District	DUTCHESS
Columbus School	131500010013	282	Poughkeepsie City School District	DUTCHESS
G W Krieger School	131500010006	613	Poughkeepsie City School District	DUTCHESS
Gov George Clinton School	131500010003	400	Poughkeepsie City School District	DUTCHESS
Morse Young Magnet School	131500010009	582	Poughkeepsie City School District	DUTCHESS
Poughkeepsie High School	131500010010	1177	Poughkeepsie City School District	DUTCHESS
Poughkeepsie Middle School	131500010011	1017	Poughkeepsie City School District	DUTCHESS
Warring Magnet Academy Of Science And Technology	131500010001	380	Poughkeepsie City School District	DUTCHESS
Linden Avenue Middle School	131701060004	492	Red Hook Central School District	DUTCHESS
Mill Road-Intermediate Grades	131701060006	454	Red Hook Central School District	DUTCHESS
Mill Road-Primary Grades	131701060008	449	Red Hook Central School District	DUTCHESS
Red Hook Senior High School	131701060002	768	Red Hook Central School District	DUTCHESS
Bulkeley Middle School	131801040003	280	Rhinebeck Central School District	DUTCHESS
Chancellor Livingston Elementary School	131801040002	483	Rhinebeck Central School District	DUTCHESS
Rhinebeck Senior High School	131801040001	399	Rhinebeck Central School District	DUTCHESS
Hagan School	131602020001	428	Spackenkill Union Free School District	DUTCHESS
Nassau School	131602020003	211	Spackenkill Union Free School District	DUTCHESS
Orville A Todd Middle School	131602020004	409	Spackenkill Union Free School District	DUTCHESS
Spackenkill High School	131602020005	565	Spackenkill Union Free School District	DUTCHESS
Brinckerhoff Elementary School	132101060001	575	Wappingers Central School District	DUTCHESS
